ph,temperature,turbidity,dissolved_oxygen,ammonia,label
7.91,29.71,41.86,5.9,0.062,CATFISH
7.89,11.83,1.45,8.86,0.001,SALMON
7.13,24.32,97.93,5.36,0.052,CATFISH
7.83,13.68,9.51,7.73,0.002,TROUT
7.08,27.61,16.0,6.2,0.004,CARP
6.78,17.66,8.02,9.52,0.003,TROUT
6.11,23.56,39.53,2.64,0.097,CATFISH
8.36,27.15,5.64,7.09,0.001,SHRIMP
7.83,17.11,0.54,8.72,0.005,TROUT
7.8,20.38,38.1,7.37,0.022,ROHU
8.95,26.4,45.38,5.35,0.015,TILAPIA
7.64,29.28,5.05,7.76,0.017,SHRIMP
7.01,24.76,10.49,7.89,0.044,CARP
6.64,15.67,5.25,7.44,0.007,TROUT
8.35,28.71,10.38,7.24,0.005,SHRIMP
6.79,12.0,2.12,9.82,0.004,SALMON
8.47,26.25,12.57,5.27,0.002,SHRIMP
6.61,10.12,1.6,7.58,0.003,TROUT
6.81,16.33,8.88,8.46,0.002,TROUT
7.66,26.34,42.06,6.38,0.003,ROHU
7.3,25.47,23.54,5.12,0.026,ROHU
7.7,30.54,31.23,3.27,0.039,TILAPIA
8.36,12.57,2.61,9.53,0.002,SALMON
8.0,21.99,40.29,7.05,0.02,ROHU
7.72,24.15,43.33,5.99,0.024,TILAPIA
7.8,14.93,0.86,9.07,0.008,TROUT
7.92,24.63,36.57,4.88,0.018,ROHU
7.78,29.92,27.25,5.04,0.042,ROHU
7.82,14.57,5.47,9.44,0.001,TROUT
8.34,28.56,10.93,5.98,0.002,SHRIMP
6.99,9.06,2.56,10.74,0.006,SALMON
8.46,28.23,15.59,7.11,0.011,ROHU
7.24,26.15,17.4,3.97,0.017,TILAPIA
7.9,27.48,18.47,4.99,0.001,CARP
7.58,27.13,17.44,7.03,0.023,CARP
6.47,29.49,51.5,2.83,0.084,CATFISH
6.8,31.7,44.89,3.71,0.012,TILAPIA
7.37,29.38,98.54,3.7,0.01,CATFISH
8.37,27.77,10.15,6.01,0.045,TILAPIA
7.74,26.06,20.63,5.33,0.01,CARP
6.54,14.75,2.2,9.84,0.008,SALMON
8.93,25.42,13.79,6.95,0.028,TILAPIA
7.63,26.67,10.96,7.0,0.008,SHRIMP
7.48,22.45,30.79,7.37,0.011,CARP
7.74,24.2,37.88,5.26,0.007,TILAPIA
7.24,13.82,0.87,10.18,0.009,SALMON
7.98,21.79,44.62,6.56,0.006,ROHU
7.81,30.33,8.08,7.65,0.004,SHRIMP
7.01,11.86,2.11,10.67,0.007,SALMON
7.51,25.13,34.96,7.28,0.038,CARP
7.64,19.69,12.2,6.94,0.04,CARP
7.29,11.34,5.99,9.94,0.008,TROUT
7.17,19.49,27.71,4.5,0.004,CARP
7.98,29.29,9.4,6.14,0.005,SHRIMP
7.07,28.69,49.27,6.4,0.018,TILAPIA
7.48,27.46,10.08,3.27,0.008,TILAPIA
6.81,12.89,3.55,8.81,0.004,SALMON
8.35,25.68,9.26,7.45,0.005,SHRIMP
8.1,30.42,8.2,6.86,0.012,SHRIMP
6.73,26.59,42.6,5.45,0.028,TILAPIA
7.47,30.68,12.15,5.93,0.046,TILAPIA
8.05,22.31,16.5,4.67,0.013,ROHU
7.6,14.45,0.6,8.37,0.008,SALMON
7.73,27.85,17.23,7.96,0.011,SHRIMP
7.66,30.04,37.84,3.94,0.046,TILAPIA
7.96,20.83,38.41,5.55,0.02,CARP
8.31,11.54,3.75,10.91,0.008,SALMON
7.02,22.73,97.62,4.94,0.017,CATFISH
7.88,25.78,26.66,7.93,0.009,CARP
7.23,10.89,1.98,10.51,0.005,SALMON
6.76,12.1,4.44,9.55,0.004,TROUT
6.57,14.48,0.15,10.32,0.003,SALMON
7.31,12.94,0.14,10.52,0.003,SALMON
7.31,16.92,0.9,7.47,0.008,TROUT
8.16,23.53,42.76,5.34,0.021,ROHU
7.02,10.74,4.63,9.58,0.005,TROUT
7.52,26.97,10.7,5.77,0.005,SHRIMP
7.05,27.19,32.75,6.04,0.016,TILAPIA
6.92,10.22,1.75,9.83,0.01,TROUT
6.95,13.85,4.57,9.95,0.009,SALMON
7.47,12.15,1.86,10.01,0.001,SALMON
7.62,27.36,12.2,6.99,0.004,SHRIMP
7.35,27.54,37.47,6.18,0.01,CARP
7.38,19.88,14.04,6.2,0.044,CARP
6.6,11.24,0.01,8.14,0.002,SALMON
8.09,30.0,94.46,5.77,0.033,CATFISH
6.6,15.91,0.58,8.46,0.009,TROUT
7.63,29.63,93.73,5.16,0.027,CATFISH
6.99,14.94,3.17,8.24,0.004,TROUT
7.89,12.56,9.94,7.63,0.009,TROUT
8.09,22.22,49.76,2.68,0.06,CATFISH
7.42,21.82,32.09,6.47,0.017,ROHU
7.41,26.34,35.75,5.76,0.07,CATFISH
7.42,29.96,11.83,3.36,0.025,TILAPIA
7.37,18.14,15.58,4.51,0.022,CARP
7.68,29.92,83.76,5.98,0.05,CATFISH
6.68,11.62,0.65,8.3,0.003,SALMON
7.02,19.8,18.29,7.29,0.047,CARP
7.57,18.09,34.6,4.68,0.036,CARP
7.67,15.26,4.67,9.55,0.008,TROUT
7.91,13.63,7.29,9.49,0.006,TROUT
8.85,25.57,46.45,5.85,0.044,TILAPIA
7.99,20.35,32.53,6.33,0.024,CARP
8.42,10.54,0.28,9.56,0.002,SALMON
8.46,24.5,19.7,4.17,0.049,CARP
7.73,27.95,10.96,7.85,0.01,SHRIMP
8.74,27.52,12.32,3.92,0.049,TILAPIA
7.07,28.6,28.14,5.37,0.002,ROHU
6.95,10.79,2.23,9.76,0.001,SALMON
8.15,19.65,11.29,5.87,0.017,CARP
7.38,24.09,31.61,6.7,0.024,ROHU
6.75,12.08,0.2,10.14,0.0,SALMON
8.23,21.84,29.04,4.78,0.015,CARP
8.27,29.44,11.06,7.97,0.007,SHRIMP
7.05,27.06,60.23,5.45,0.057,CATFISH
7.78,25.76,12.32,6.75,0.005,CARP
7.44,26.17,17.13,5.74,0.035,CARP
7.81,21.14,42.15,5.19,0.043,ROHU
8.03,23.44,19.47,5.69,0.019,CARP
6.71,13.03,3.39,9.56,0.006,TROUT
6.93,14.66,2.31,10.44,0.006,SALMON
8.34,26.24,49.65,4.96,0.029,TILAPIA
6.67,25.96,33.73,3.88,0.035,CATFISH
7.16,12.22,6.18,9.21,0.005,TROUT
7.84,31.85,27.51,3.78,0.034,TILAPIA
6.96,26.26,28.51,5.19,0.031,TILAPIA
6.43,25.84,57.76,5.45,0.011,CATFISH
8.3,25.62,12.42,6.59,0.001,SHRIMP
7.27,16.14,6.84,8.32,0.001,TROUT
7.89,20.26,36.11,4.86,0.036,CARP
7.92,28.69,16.53,5.73,0.004,SHRIMP
8.26,9.09,3.26,10.7,0.001,SALMON
8.65,24.9,14.32,4.27,0.021,TILAPIA
7.2,29.96,37.17,7.38,0.007,ROHU
7.06,19.49,31.97,6.38,0.034,CARP
8.25,29.31,6.09,5.56,0.009,SHRIMP
8.06,20.82,13.6,7.99,0.021,CARP
8.34,26.4,16.83,6.2,0.02,SHRIMP
7.93,11.83,4.15,7.07,0.004,TROUT
7.11,12.74,5.94,9.25,0.003,TROUT
8.91,29.05,33.86,3.05,0.035,TILAPIA
8.19,21.81,16.48,6.83,0.048,CARP
7.16,25.98,23.83,4.13,0.011,CARP
7.74,14.31,4.07,8.46,0.002,SALMON
8.41,23.73,12.73,6.01,0.05,CARP
6.5,24.95,58.17,2.73,0.037,CATFISH
6.72,16.2,9.19,9.7,0.007,TROUT
8.3,11.38,1.63,10.86,0.003,SALMON
7.14,26.2,48.25,4.57,0.066,CATFISH
7.2,10.93,1.5,9.82,0.008,SALMON
8.62,28.45,28.21,6.05,0.006,TILAPIA
8.07,9.88,0.14,10.15,0.008,SALMON
7.88,24.56,21.93,7.92,0.049,CARP
6.74,16.56,6.12,8.45,0.004,TROUT
7.35,23.9,99.21,5.68,0.039,CATFISH
6.27,26.67,63.99,3.03,0.089,CATFISH
7.91,27.21,38.48,5.93,0.021,CATFISH
8.58,29.47,40.26,6.36,0.024,TILAPIA
8.46,28.82,44.72,6.25,0.034,ROHU
8.62,30.31,43.23,3.09,0.049,TILAPIA
7.68,26.23,33.97,5.42,0.001,ROHU
7.81,21.44,32.03,6.37,0.022,ROHU
8.35,27.89,11.22,4.21,0.01,CARP
7.43,10.72,2.36,8.48,0.004,TROUT
7.67,22.9,25.42,6.82,0.026,ROHU
6.52,14.65,3.97,8.27,0.001,TROUT
8.8,24.52,49.0,6.39,0.01,TILAPIA
7.91,29.21,18.04,5.23,0.027,TILAPIA
8.35,29.59,13.2,7.68,0.007,SHRIMP
8.49,22.56,29.96,6.01,0.005,CARP
7.29,21.38,20.46,6.57,0.007,ROHU
7.49,8.94,0.99,8.14,0.007,SALMON
6.68,22.58,83.07,3.65,0.057,CATFISH
8.77,26.49,49.13,3.66,0.003,TILAPIA
7.92,18.71,27.91,6.31,0.044,CARP
6.98,11.34,3.44,9.69,0.001,SALMON
6.87,10.4,8.32,9.84,0.001,TROUT
7.66,23.03,31.31,5.93,0.046,CARP
6.18,29.63,40.28,5.25,0.053,CATFISH
7.86,14.34,3.08,8.35,0.003,TROUT
8.46,26.06,23.59,4.63,0.039,ROHU
7.5,26.74,57.46,3.36,0.084,CATFISH
7.76,20.49,35.66,5.07,0.017,ROHU
8.25,29.47,16.82,7.61,0.018,SHRIMP
7.88,9.65,0.83,10.39,0.0,SALMON
8.22,25.37,24.0,6.8,0.031,TILAPIA
7.72,26.24,8.1,5.01,0.004,SHRIMP
8.33,21.0,25.1,7.97,0.013,CARP
8.81,29.62,45.77,5.5,0.041,TILAPIA
8.21,29.59,18.33,7.8,0.017,SHRIMP
6.98,22.17,85.46,3.67,0.023,CATFISH
7.79,23.28,73.51,2.58,0.043,CATFISH
8.5,29.38,40.33,5.71,0.042,CATFISH
7.81,23.53,26.47,7.31,0.02,CARP
7.82,25.55,38.78,4.63,0.049,ROHU
6.75,14.28,1.39,10.12,0.007,SALMON
7.31,29.7,24.56,4.72,0.029,TILAPIA
7.19,14.54,4.65,9.33,0.005,TROUT
7.62,29.27,43.58,3.42,0.038,TILAPIA
7.52,9.23,1.88,10.56,0.008,SALMON
7.49,21.3,36.09,4.25,0.01,CARP
7.5,21.27,37.35,5.61,0.042,ROHU
8.48,29.99,16.53,6.5,0.041,ROHU
7.17,23.31,20.8,7.32,0.028,CARP
8.54,28.26,16.19,4.51,0.044,TILAPIA
7.58,18.66,31.79,5.79,0.01,CARP
6.74,16.64,3.55,8.37,0.005,TROUT
7.79,9.53,2.4,10.58,0.008,SALMON
7.79,22.39,31.69,5.9,0.024,ROHU
7.23,29.74,16.67,4.87,0.041,ROHU
8.68,31.43,13.11,5.47,0.011,TILAPIA
7.99,27.23,27.9,5.27,0.036,ROHU
8.32,30.59,15.68,6.19,0.004,SHRIMP
8.21,11.71,2.31,10.94,0.005,SALMON
7.5,10.8,0.56,8.87,0.001,SALMON
6.83,30.11,46.1,4.04,0.003,TILAPIA
8.15,20.14,39.85,6.28,0.017,CARP
7.53,21.84,16.82,5.03,0.005,ROHU
7.19,29.2,79.22,2.69,0.007,CATFISH
8.46,28.69,96.56,4.84,0.066,CATFISH
7.5,25.64,15.06,6.23,0.0,SHRIMP
7.47,24.49,29.18,5.63,0.001,TILAPIA
8.47,25.25,45.64,3.73,0.021,TILAPIA
8.01,30.53,8.07,6.39,0.016,SHRIMP
8.22,14.9,2.98,9.2,0.002,SALMON
8.09,26.2,9.05,7.1,0.018,SHRIMP
7.6,8.48,0.31,8.43,0.002,SALMON
7.67,11.61,2.48,8.91,0.009,TROUT
7.54,21.7,34.74,7.26,0.049,ROHU
7.88,8.8,3.08,8.91,0.007,SALMON
8.27,25.14,32.39,5.12,0.001,ROHU
8.18,20.84,30.32,6.9,0.02,CARP
6.7,27.66,41.69,5.9,0.038,TILAPIA
8.29,28.04,17.82,5.57,0.019,ROHU
8.33,29.21,29.77,6.81,0.03,ROHU
7.75,29.02,43.61,7.19,0.004,ROHU
7.71,28.37,13.05,7.6,0.014,SHRIMP
8.44,25.63,28.02,6.15,0.021,ROHU
7.92,25.93,13.17,5.03,0.009,SHRIMP
7.74,17.64,7.21,7.36,0.005,TROUT
7.25,29.45,60.75,4.15,0.094,CATFISH
8.41,25.27,26.91,3.55,0.012,TILAPIA
8.04,9.99,3.8,10.77,0.001,SALMON
8.06,13.34,1.51,8.71,0.01,SALMON
8.4,27.65,19.42,6.22,0.002,SHRIMP
7.04,21.64,18.58,5.89,0.014,ROHU
7.07,22.01,15.58,5.26,0.037,ROHU
7.8,27.49,13.73,4.83,0.036,TILAPIA
7.16,12.74,5.46,8.54,0.002,TROUT
7.8,28.3,8.36,5.11,0.018,SHRIMP
7.97,27.71,56.92,5.63,0.014,CATFISH
8.38,28.9,5.83,6.22,0.014,SHRIMP
7.56,23.31,40.27,4.72,0.003,ROHU
7.02,23.29,48.43,5.91,0.051,CATFISH
6.6,8.29,1.95,10.6,0.008,SALMON
7.44,18.71,33.77,4.58,0.011,CARP
7.78,27.03,17.19,6.66,0.004,SHRIMP
7.31,23.18,21.34,4.06,0.02,CARP
7.12,28.93,61.12,3.09,0.04,CATFISH
7.55,23.76,13.13,5.51,0.048,CARP
7.69,8.59,3.44,8.54,0.009,SALMON
8.46,25.27,38.63,7.92,0.018,CARP
7.18,11.22,7.96,7.4,0.01,TROUT
8.18,25.88,17.16,5.48,0.018,SHRIMP
8.02,20.57,17.23,5.83,0.041,CARP
7.57,27.36,8.07,6.65,0.014,SHRIMP
7.39,24.98,35.71,5.46,0.068,CATFISH
8.46,27.47,23.86,4.98,0.031,ROHU
6.82,14.34,0.52,10.29,0.001,SALMON
7.61,28.05,7.82,7.6,0.008,SHRIMP
7.95,24.69,44.73,3.51,0.022,TILAPIA
7.18,16.88,5.87,9.01,0.007,TROUT
7.47,24.78,42.32,3.33,0.017,TILAPIA
7.79,16.64,6.5,7.19,0.003,TROUT
7.09,24.84,35.76,5.26,0.034,ROHU
8.29,11.79,0.46,10.5,0.008,SALMON
7.18,17.38,5.75,7.79,0.0,TROUT
7.63,30.22,13.44,5.53,0.003,SHRIMP
7.4,15.09,9.38,9.6,0.001,TROUT
8.08,25.19,36.79,5.95,0.024,ROHU
8.05,26.09,10.24,5.09,0.021,TILAPIA
8.18,23.68,44.43,3.41,0.057,CATFISH
7.03,25.62,34.95,7.1,0.009,CARP
7.38,12.63,6.18,7.63,0.008,TROUT
7.97,25.0,82.03,3.82,0.094,CATFISH
8.42,27.01,18.21,7.18,0.002,SHRIMP
7.85,28.2,10.82,6.54,0.009,SHRIMP
7.06,17.16,8.2,9.16,0.001,TROUT
7.87,21.67,38.22,5.44,0.031,ROHU
7.72,16.06,1.33,9.88,0.003,TROUT
7.93,19.01,12.62,7.78,0.005,CARP
7.49,26.11,31.24,7.03,0.011,ROHU
8.45,31.21,38.23,3.22,0.028,TILAPIA
6.75,28.35,95.17,3.36,0.069,CATFISH
7.04,25.92,33.99,6.41,0.004,ROHU
7.49,25.01,30.35,6.51,0.039,CARP
7.01,12.34,7.72,9.63,0.003,TROUT
8.37,27.76,30.68,5.78,0.027,CARP
8.4,26.09,16.36,6.65,0.008,CARP
8.39,28.41,9.03,5.35,0.017,SHRIMP
8.35,21.28,37.26,7.47,0.005,ROHU
8.8,25.92,38.45,4.72,0.041,TILAPIA
7.95,27.13,12.62,6.95,0.01,SHRIMP
7.51,23.29,18.43,5.14,0.036,ROHU
8.0,29.55,42.96,5.31,0.012,ROHU
8.27,26.5,30.37,7.0,0.039,CARP
7.55,25.03,35.12,4.04,0.037,CARP
8.17,30.32,9.77,7.54,0.007,SHRIMP
6.91,11.92,4.99,9.27,0.006,TROUT
6.68,15.77,0.55,8.07,0.003,TROUT
8.18,24.92,39.82,4.68,0.028,TILAPIA
7.75,27.48,15.94,7.76,0.006,SHRIMP
8.43,27.2,34.84,3.21,0.03,TILAPIA
8.14,25.52,17.9,5.17,0.013,ROHU
6.75,23.7,54.9,2.87,0.055,CATFISH
7.33,13.75,4.06,10.71,0.007,SALMON
7.09,20.72,19.78,5.32,0.035,ROHU
8.09,27.88,17.08,5.38,0.004,SHRIMP
6.68,12.1,8.37,7.63,0.002,TROUT
7.89,28.5,17.41,6.9,0.01,SHRIMP
8.69,30.36,31.67,4.76,0.013,TILAPIA
8.4,22.96,72.66,3.34,0.003,CATFISH
7.83,13.18,0.38,9.21,0.009,TROUT
7.64,21.85,28.97,5.36,0.015,ROHU
7.88,28.42,29.45,6.28,0.008,TILAPIA
8.33,27.92,38.12,7.06,0.034,CARP
7.21,25.28,30.18,4.6,0.006,ROHU
7.86,12.09,3.99,8.96,0.002,TROUT
8.19,31.16,22.63,5.5,0.028,TILAPIA
6.68,27.41,20.47,6.27,0.038,TILAPIA
8.29,25.96,18.8,6.71,0.017,SHRIMP
8.38,29.11,17.99,7.31,0.006,SHRIMP
8.5,25.48,14.43,3.06,0.015,TILAPIA
7.39,27.1,37.76,4.84,0.09,CATFISH
7.59,14.01,0.06,7.96,0.008,TROUT
7.67,28.66,5.31,5.65,0.003,SHRIMP
7.21,28.0,14.42,5.26,0.044,CARP
7.12,26.28,32.24,5.53,0.027,ROHU
7.9,23.39,35.99,5.8,0.015,ROHU
7.76,10.67,7.11,9.94,0.008,TROUT
7.87,15.08,2.85,9.42,0.006,TROUT
7.17,27.38,18.64,6.65,0.002,CARP
7.88,26.39,34.27,4.87,0.007,ROHU
6.53,26.28,24.44,5.76,0.038,TILAPIA
6.87,30.58,41.02,4.86,0.026,TILAPIA
7.65,24.12,21.34,4.95,0.012,CARP
7.93,24.98,74.09,3.2,0.016,CATFISH
8.04,14.45,2.2,9.23,0.002,SALMON
7.84,27.88,27.53,5.15,0.028,CARP
8.41,27.67,8.83,7.9,0.017,SHRIMP
7.53,28.48,42.34,5.68,0.006,CATFISH
8.06,28.62,10.64,5.14,0.002,TILAPIA
8.35,12.97,2.03,8.21,0.008,SALMON
7.27,17.23,4.82,7.47,0.001,TROUT
8.27,29.6,15.94,7.27,0.014,SHRIMP
7.4,8.61,0.83,10.73,0.005,SALMON
8.34,24.37,72.77,2.61,0.077,CATFISH
7.78,11.79,4.96,10.68,0.007,SALMON
7.48,27.23,33.52,5.1,0.08,CATFISH
7.91,27.06,18.92,7.27,0.014,SHRIMP
6.77,15.84,2.05,7.22,0.004,TROUT
7.0,22.68,36.89,4.29,0.017,CATFISH
8.11,30.39,12.9,7.46,0.004,SHRIMP
7.16,23.79,39.09,2.99,0.08,CATFISH
7.45,21.94,40.55,5.5,0.01,ROHU
8.26,26.11,10.85,4.56,0.038,CARP
7.63,13.38,1.44,9.73,0.001,SALMON
7.52,25.05,8.39,7.98,0.001,SHRIMP
7.99,28.51,6.94,7.84,0.008,SHRIMP
6.86,17.04,0.72,8.03,0.005,TROUT
7.15,27.54,35.29,6.86,0.002,TILAPIA
8.84,26.04,14.49,5.39,0.008,TILAPIA
7.76,22.79,85.8,5.65,0.028,CATFISH
7.31,27.32,18.19,5.92,0.046,ROHU
7.35,28.76,37.58,2.6,0.081,CATFISH
8.07,10.77,2.15,9.71,0.001,SALMON
7.44,22.53,21.65,6.78,0.043,CARP
7.64,27.24,25.99,7.12,0.007,ROHU
8.38,25.66,6.09,7.74,0.003,SHRIMP
7.15,9.03,3.16,10.89,0.007,SALMON
7.9,22.06,44.02,5.77,0.041,ROHU
7.98,8.83,2.66,10.56,0.002,SALMON
7.14,29.84,46.68,4.88,0.002,CATFISH
6.71,27.33,41.12,3.94,0.069,CATFISH
8.12,26.14,8.52,6.94,0.009,SHRIMP
6.57,17.59,7.5,9.82,0.001,TROUT
8.43,14.78,4.61,10.45,0.004,SALMON
8.26,25.55,6.75,7.12,0.013,SHRIMP
7.88,21.33,21.69,5.76,0.019,CARP
6.78,14.0,1.66,10.17,0.009,SALMON
7.31,31.39,44.05,4.84,0.016,TILAPIA
7.92,13.57,2.17,9.67,0.001,SALMON
7.66,28.86,46.3,6.32,0.031,TILAPIA
7.03,13.57,3.51,7.45,0.006,TROUT
7.55,9.73,1.9,10.38,0.001,SALMON
6.86,28.59,35.34,3.73,0.0,TILAPIA
8.19,27.28,10.59,7.08,0.01,SHRIMP
7.53,26.2,34.71,4.96,0.04,ROHU
8.16,30.01,17.12,5.17,0.019,SHRIMP
7.37,27.47,14.34,6.38,0.021,TILAPIA
7.61,27.04,30.95,5.3,0.019,CARP
6.28,29.95,82.86,3.59,0.034,CATFISH
8.23,25.57,75.59,5.33,0.031,CATFISH
7.31,18.63,13.56,5.66,0.015,CARP
7.18,11.63,0.67,8.97,0.006,TROUT
6.9,10.87,1.7,7.73,0.002,TROUT
7.57,17.82,2.86,7.05,0.009,TROUT
8.42,28.67,39.98,6.44,0.016,TILAPIA
7.94,27.95,16.76,6.57,0.002,SHRIMP
7.6,10.26,1.61,9.95,0.01,SALMON
7.24,29.67,13.4,5.17,0.044,TILAPIA
8.32,13.87,3.89,8.1,0.004,SALMON
7.97,14.51,1.19,8.93,0.0,TROUT
7.98,10.93,1.17,9.55,0.0,SALMON
7.06,24.99,76.91,3.37,0.063,CATFISH
7.82,9.95,0.6,8.24,0.002,SALMON
8.11,28.05,19.27,5.28,0.011,SHRIMP
7.55,26.31,9.77,5.86,0.001,SHRIMP
8.1,20.09,34.78,5.94,0.013,CARP
8.32,30.25,5.59,6.96,0.011,SHRIMP
7.48,18.06,18.95,5.0,0.02,CARP
7.71,29.52,26.62,4.44,0.045,TILAPIA
7.53,22.05,18.33,6.77,0.012,ROHU
7.3,8.28,1.77,9.19,0.002,SALMON
8.17,30.08,14.28,7.72,0.004,SHRIMP
8.13,24.76,36.68,6.43,0.012,ROHU
7.17,10.96,0.06,10.28,0.005,SALMON
8.29,29.5,16.67,6.67,0.005,ROHU
7.19,17.57,3.78,8.47,0.006,TROUT
7.39,14.58,4.02,8.62,0.001,TROUT
7.9,25.63,11.59,6.66,0.0,SHRIMP
7.72,27.94,9.01,6.27,0.009,SHRIMP
7.68,14.93,6.27,9.69,0.005,TROUT
6.5,14.15,8.27,8.83,0.006,TROUT
8.47,25.3,18.08,5.74,0.004,ROHU
7.78,24.59,51.92,4.3,0.05,CATFISH
8.15,29.96,44.76,4.51,0.015,CATFISH
7.79,29.07,9.95,5.57,0.015,SHRIMP
7.76,28.29,9.97,5.52,0.003,SHRIMP
7.03,24.17,42.58,6.42,0.044,TILAPIA
8.2,25.41,7.89,7.62,0.009,SHRIMP
7.16,16.77,4.18,7.91,0.001,TROUT
8.24,29.03,12.65,6.13,0.006,SHRIMP
7.94,16.3,6.86,9.26,0.004,TROUT
8.01,27.05,29.41,5.46,0.015,CARP
7.49,26.07,35.27,4.98,0.028,ROHU
8.83,24.32,30.23,5.26,0.046,TILAPIA
8.37,10.18,0.19,9.99,0.006,SALMON
7.21,29.41,41.48,6.13,0.027,TILAPIA
8.21,13.84,2.74,9.9,0.006,SALMON
8.27,9.46,2.19,9.83,0.008,SALMON
7.83,14.03,1.87,10.06,0.007,SALMON
6.5,29.76,51.68,4.65,0.073,CATFISH
7.0,13.29,4.4,10.28,0.005,SALMON
7.7,26.72,10.48,6.73,0.007,SHRIMP
8.98,30.7,16.54,4.61,0.009,TILAPIA
6.96,12.83,2.65,8.31,0.0,SALMON
8.38,22.39,15.07,5.81,0.01,ROHU
8.62,31.49,12.97,3.83,0.036,TILAPIA
8.24,30.09,6.4,5.45,0.009,SHRIMP
7.85,22.92,35.06,6.69,0.029,ROHU
6.84,14.66,0.96,7.7,0.002,TROUT
8.18,28.89,18.92,6.14,0.008,SHRIMP
7.5,10.15,4.16,8.24,0.007,SALMON
7.26,23.35,79.14,2.7,0.059,CATFISH
7.72,27.25,15.89,4.89,0.021,ROHU
8.89,28.09,25.08,6.92,0.032,TILAPIA
6.98,9.77,1.81,10.25,0.008,SALMON
8.32,26.99,8.0,5.58,0.009,SHRIMP
6.03,22.72,43.28,3.26,0.074,CATFISH
7.15,29.56,17.75,6.57,0.026,ROHU
8.0,25.05,5.98,5.81,0.003,SHRIMP
7.42,29.55,37.59,4.54,0.009,ROHU
7.79,15.96,3.43,7.17,0.003,TROUT
7.53,24.61,13.35,6.13,0.017,CARP
8.75,30.38,16.05,5.44,0.033,TILAPIA
6.61,27.42,33.03,4.2,0.047,TILAPIA
8.34,21.59,34.92,6.05,0.023,CARP
7.25,25.25,24.1,6.08,0.015,TILAPIA
7.67,10.75,0.58,8.48,0.007,SALMON
6.9,13.23,0.29,9.27,0.003,SALMON
6.5,16.17,1.42,9.02,0.003,TROUT
6.39,28.22,32.68,5.72,0.02,CATFISH
7.24,26.77,39.92,7.88,0.041,CARP
8.39,21.76,17.57,4.88,0.008,ROHU
8.3,20.04,22.5,5.86,0.027,CARP
7.4,10.35,3.27,8.63,0.008,SALMON
8.04,26.65,8.11,6.47,0.01,SHRIMP
6.92,16.9,3.63,8.27,0.008,TROUT
6.6,24.41,20.74,5.46,0.017,TILAPIA
7.83,25.56,26.3,7.21,0.025,ROHU
6.84,28.26,75.8,2.74,0.054,CATFISH
7.41,14.51,1.0,8.24,0.01,TROUT
7.47,31.1,31.78,6.3,0.014,TILAPIA
6.55,14.17,7.11,7.59,0.001,TROUT
6.72,11.47,7.03,8.84,0.009,TROUT
7.71,28.93,19.58,6.66,0.006,SHRIMP
8.67,30.8,16.24,5.78,0.035,TILAPIA
7.42,14.02,3.33,7.36,0.002,TROUT
8.23,12.15,4.87,9.94,0.003,SALMON
7.2,10.63,9.32,7.78,0.007,TROUT
6.03,23.57,36.89,5.07,0.026,CATFISH
8.32,29.46,18.45,6.05,0.011,SHRIMP
7.53,25.62,10.69,7.9,0.007,SHRIMP
8.54,31.35,48.86,6.31,0.025,TILAPIA
7.9,19.97,11.67,7.68,0.024,CARP
7.19,23.33,39.38,5.01,0.016,CARP
7.03,26.33,36.42,5.28,0.038,TILAPIA
7.56,17.04,7.67,7.73,0.009,TROUT
7.11,25.22,46.92,5.66,0.037,TILAPIA
8.47,22.58,12.01,5.17,0.022,CARP
8.35,27.4,43.93,4.64,0.031,ROHU
7.4,10.72,3.16,10.51,0.007,SALMON
7.46,12.58,1.44,7.96,0.004,TROUT
7.8,30.61,19.48,5.9,0.016,SHRIMP
6.51,17.5,9.96,7.15,0.004,TROUT
7.27,23.94,34.41,7.43,0.035,CARP
6.71,12.55,3.48,9.95,0.003,SALMON
7.01,26.59,17.58,6.51,0.009,TILAPIA
7.88,26.1,29.0,6.84,0.017,ROHU
8.12,29.81,17.33,6.87,0.006,ROHU
8.22,22.0,32.41,6.02,0.021,ROHU
7.56,8.17,3.71,9.57,0.009,SALMON
6.05,25.58,38.2,4.2,0.01,CATFISH
7.65,18.21,35.4,7.53,0.002,CARP
7.85,22.71,34.28,5.26,0.032,CARP
7.77,29.09,29.01,6.09,0.002,TILAPIA
7.4,26.29,19.25,7.34,0.009,ROHU
7.91,26.98,13.52,6.35,0.008,SHRIMP
8.45,10.95,0.48,9.36,0.001,SALMON
7.3,8.33,0.58,8.24,0.004,SALMON
7.86,10.45,2.44,9.0,0.01,TROUT
7.51,26.87,14.32,7.61,0.015,SHRIMP
7.18,26.98,25.67,5.0,0.046,TILAPIA
6.71,10.38,0.96,9.89,0.007,SALMON
8.44,26.25,16.79,6.74,0.001,SHRIMP
7.05,27.73,19.49,5.27,0.022,CARP
6.74,13.54,4.23,8.18,0.003,SALMON
7.65,9.43,2.75,9.1,0.004,SALMON
7.44,13.67,7.31,8.74,0.002,TROUT
7.73,28.95,17.12,7.58,0.011,SHRIMP
8.1,24.64,13.11,6.37,0.041,TILAPIA
7.97,26.49,11.42,5.87,0.001,TILAPIA
8.23,28.35,45.8,5.96,0.029,TILAPIA
8.0,27.53,18.06,7.82,0.044,CARP
7.98,25.31,94.14,3.55,0.029,CATFISH
